Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin_Country,Ingredients,Most_Memorable_Characteristics,continent,country_code,latitude,longitude
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,missing,Other,Unknown,missing,Africa,XX,0.0,0.0
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,missing,Trinidad Tobago,"4- B,S,C,L","creamy, rich, dairy, nutty",Caribbean,TT,10.691803,-61.222503
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,missing,Ecuador,"4- B,S,C,L","sweet, nutty, cocoa",South America,EC,-1.831239,-78.183406
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,missing,Dominican Republic,"4- B,S,C,L","nutty, pear, sour milk",Caribbean,DO,18.735693,-70.162651
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,"4- B,S,C,L","rich, vegetal, banana, spice",Caribbean,GD,12.262776,-61.604171
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,"4- B,S,C,L","rich cocoa, burning sensation",Africa,GH,7.946527,-1.023194
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo,Venezuela,"4- B,S,C,L","nutty, grassy, rich cocoa",South America,VE,6.42375,-66.58973
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,missing,Unknown,"4- B,S,C,L","rich, sweet, cocoa, intense",Unknown,ZZ,0.0,0.0
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,missing,Unknown,"4- B,S,C,L","cocoa, caramel, sweet",Unknown,ZZ,0.0,0.0
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,missing,Peru,Unknown,"peanut butter, burnt rubber",South America,PE,-9.189967,-75.015152
La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,missing,Ecuador,Unknown,"sweet, fudgey, tang",South America,EC,-1.831239,-78.183406
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,"4- B,S,C,L","roasty, sour, cardboard",Africa,MG,-18.766947,46.869107
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,"4- B,S,C,L","gritty, roasty, waxy, off",Asia,VN,14.058324,108.277199
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,missing,Cuba,"4- B,S,C,L","slight burnt, astringent, fruit",Caribbean,CU,21.521757,-77.781167
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,missing,Peru,"4- B,S,C,L","sandy, fatty, roasty, fruit",South America,PE,-9.189967,-75.015152
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,missing,Côte d'Ivoire,"4- B,S,C,L","roasty, nutty, rich cocoa",Africa,CI,7.539989,-5.54708
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,Sao Tome & Principe,"4- B,S,C,L","rich, roasty, nutty, smoke",Africa,ST,0.18636,6.613081
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,missing,Brazil,"4- B,S,C,L","smokey, rich cocoa, spice",South America,BR,-14.235004,-51.92528
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,"4- B,S,C,L","creamy, mild honey, floral",Asia,VN,14.058324,108.277199
Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,missing,Cuba,"4- B,S,C,L","fatty, roasty, coffee, off note",Caribbean,CU,21.521757,-77.781167
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,missing,Trinidad Tobago,"4- B,S,C,L","nutty, woody, leathery",Caribbean,TT,10.691803,-61.222503
Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero,Brazil,Unknown,"floral, caramel",South America,BR,-14.235004,-51.92528
Lake Champlain (Callebaut),Tanzania,327,2009,75.0,United States of America,2.5,missing,Tanzania,Unknown,"dry, roasty, toffee",Africa,TZ,-6.369028,34.888822
L'Amourette,Rugoso,1784,2016,80.0,United States of America,3.5,Trinitario,Nicaragua,"2- B,S","spicy, grassy, roasty",Central America,NI,12.865416,-85.207229
L'Amourette,Carenero Superior,833,2012,75.0,United States of America,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","chalky, fatty, sweet",South America,VE,6.42375,-66.58973
L'Amourette,Rio Caribe,833,2012,75.0,United States of America,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","chalky, cocoa, tangy",South America,VE,6.42375,-66.58973
L'Amourette,Blend,853,2012,72.0,United States of America,3.0,Criollo,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,United States of America,3.5,missing,Honduras,"2- B,S","strong raspberry, mocha",Central America,HN,15.199999,-86.241905
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,United States of America,3.25,missing,Belize,"2- B,S","smokey, mild berry",Caribbean,BZ,17.189877,-88.49765
Letterpress,Liberia,1728,2016,70.0,United States of America,3.25,missing,Liberia,"2- B,S","floral, black licorice",Africa,LR,6.428055,-9.429499
Letterpress,Beniamo,1562,2015,70.0,United States of America,3.25,missing,Bolivia,"2- B,S","dried fruit, nutty, mushroom",South America,BO,-16.290154,-63.588653
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,United States of America,3.5,Trinitario,Trinidad Tobago,"2- B,S","cocoa, spice, fruit",Caribbean,TT,10.691803,-61.222503
Letterpress,San Andres,1566,2015,70.0,United States of America,3.0,missing,Costa Rica,"2- B,S","roasty, black pepper, woody",Central America,CR,9.748917,-83.753428
Letterpress,"La Red, Guaconejo",1566,2015,70.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","red fruit, brownie",Caribbean,DO,18.735693,-70.162651
Letterpress,Kokoa Kamili,1566,2015,70.0,United States of America,3.5,missing,Tanzania,"2- B,S","subtle, spicy, banana",Africa,TZ,-6.369028,34.888822
Letterpress,Maranura,1371,2014,70.0,United States of America,3.5,Forastero,Peru,"2- B,S","intense, sticky, cocoa",South America,PE,-9.189967,-75.015152
Levy,Sambirano,1231,2014,71.0,Finland,3.5,Criollo,Madagascar,"3- B,S,C","sandy, citrus",Africa,MG,-18.766947,46.869107
Lilla,Madagascar,1856,2016,70.0,Finland,3.0,Trinitario,Madagascar,"2- B,S","sweet edge, bright fruit, off",Africa,MG,-18.766947,46.869107
Lillie Belle,Perfect Illusion,855,2012,65.0,United States of America,3.5,Criollo,Peru,"2- B,S","creamy, strawberry, cocoa",South America,PE,-9.189967,-75.015152
Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,United States of America,3.5,Criollo,Bolivia,"2- B,S","fatty, nutty, melon like",South America,BO,-16.290154,-63.588653
Lillie Belle,La Selva,903,2012,68.0,United States of America,3.75,missing,Peru,"2- B,S","rich cocoa, spicy edge",South America,PE,-9.189967,-75.015152
Lillie Belle,Purple Haze,947,2012,75.0,United States of America,2.75,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","fatty, roasty, cocoa",Caribbean,DO,18.735693,-70.162651
Lillie Belle,Wild Thing,947,2012,68.0,United States of America,3.5,Criollo,Bolivia,"2- B,S","fatty, grassy, cocoa",South America,BO,-16.290154,-63.588653
Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,missing,Unknown,"4- B,S,C,V","harsh burnt, mild cocoa, tang",Unknown,ZZ,0.0,0.0
Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,missing,Puerto Rico,"5- B,S,C,V,L","black pepper, vanilla, harsh",Caribbean,PR,18.220833,-66.590149
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,United States of America,3.75,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,United States of America,3.25,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,United States of America,3.75,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,United States of America,3.0,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,United States of America,3.0,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,United States of America,3.5,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Love Bar,Nicaragua,1502,2015,75.0,United States of America,2.0,missing,Nicaragua,"2- B,S","multiple off flavors, metallic",Central America,NI,12.865416,-85.207229
Luker,Selva,552,2010,46.0,Colombia,2.75,missing,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Luker,Macondo,552,2010,60.0,Colombia,3.0,missing,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Luker,Misterio,552,2010,58.0,Colombia,3.0,missing,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Luker,Santander,552,2010,65.0,Colombia,3.5,missing,Colombia,"5- B,S,C,V,L","marshmallow, rich brownie",South America,CO,4.570868,-74.297333
Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,missing,Peru,Unknown,"vanilla, strong chemical",South America,PE,-9.189967,-75.015152
Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,missing,Peru,Unknown,"extremely sweet, vanilla",South America,PE,-9.189967,-75.015152
Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, red berry, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, woody, peanut butter",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,"5- B,S,C,V,L","intense, nutty, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, red berry, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, woody, peanut butter",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,"5- B,S,C,V,L","intense, nutty, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, red berry, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,"5- B,S,C,V,L","sandy, woody, peanut butter",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,"5- B,S,C,V,L","intense, nutty, cocoa",Africa,MG,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,Trinitario,Madagascar,"5- B,S,C,V,L","sticky, bitter, nutty",Africa,MG,-18.766947,46.869107
Madre,Guadalcanal,1940,2017,73.0,United States of America,3.5,missing,Solomon Islands,"2- B,S","mild earthy, mild cocoa, nut",Oceania,SB,-9.64571,160.156194
Madre,Puerto Rico,1085,2013,70.0,United States of America,2.75,missing,Puerto Rico,"4- B,S,C,V","intense vanilla, swiss miss",Caribbean,PR,18.220833,-66.590149
Madre,Brazil,1085,2013,70.0,United States of America,3.5,missing,Brazil,"4- B,S,C,V","strong vanilla, nut, coffee",South America,BR,-14.235004,-51.92528
Madre,"Choobua, Kona",1089,2013,70.0,United States of America,2.75,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,United States of America,2.75,missing,Mexico,"4- B,S,C,V","vanilla, earthy, caramel",North America,MX,23.634501,-102.552784
Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,United States of America,3.25,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Madre,"Criollo, Hawaii",995,2012,70.0,United States of America,3.25,Criollo,United States,"4- B,S,C,V","creamy, burnt nuts, woody",North America,US,37.09024,-95.712891
Madre,Kaua'i,995,2012,70.0,United States of America,3.5,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Madre,Dominican,672,2011,70.0,United States of America,2.5,missing,Dominican Republic,"4- B,S,C,V","sandy, sweet, strong vanilla",Caribbean,DO,18.735693,-70.162651
Madre,Upala,693,2011,70.0,United States of America,2.75,missing,Costa Rica,"4- B,S,C,V","sticky, strong vanilla, pepper",Central America,CR,9.748917,-83.753428
Madre,"Chiapas, Triple Cacao",607,2010,72.0,United States of America,2.75,missing,Mexico,"4- B,S,C,V","raisiny, chewy",North America,MX,23.634501,-102.552784
Maglio,Africa,300,2008,75.0,Italy,2.0,missing,Tanzania,"4- B,S,C,V","chalky, astringent, vanilla",Africa,TZ,-6.369028,34.888822
Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero,Ecuador,"4- B,S,V,L","creamy, nutty, mass market",South America,EC,-1.831239,-78.183406
Maglio,Cuba,308,2008,70.0,Italy,3.25,Criollo,Cuba,"5- B,S,C,V,L","nutty, cooling sensation",Caribbean,CU,21.521757,-77.781167
Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,Criollo,Dominican Republic,"5- B,S,C,V,L","creamy, hay, nutty",Caribbean,DO,18.735693,-70.162651
Majani,Ecuador,531,2010,70.0,Italy,2.0,missing,Ecuador,"4- B,S,C,L","strong vanilla, some spice",South America,EC,-1.831239,-78.183406
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,Trinitario,Madagascar,"4- B,S,C,L","cardboard, tea-like",Africa,MG,-18.766947,46.869107
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,Trinitario,Madagascar,"4- B,S,C,L","creamy, sublte grape notes",Africa,MG,-18.766947,46.869107
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,Trinitario,Philippines,"5- B,S,C,V,L","sandy, sweet, cocoa",Asia,PH,12.879721,121.774017
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,United States of America,3.5,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,United States of America,2.75,Blend,United States,Unknown,missing,North America,US,37.09024,-95.712891
Malmo,Chuao,1856,2016,70.0,Sweden,3.0,missing,Venezuela,"3- B,S,C","hammy, unrecognizable",South America,VE,6.42375,-66.58973
Mana,Ecuador,1446,2015,74.0,United States of America,2.5,missing,Ecuador,Unknown,missing,South America,EC,-1.831239,-78.183406
Mana,Peru,1219,2014,74.0,United States of America,2.5,missing,Peru,"3- B,S,C","rubber, off medicinal",South America,PE,-9.189967,-75.015152
Mana,Venezuela,1219,2014,74.0,United States of America,2.75,missing,Venezuela,"3- B,S,C","nutty, green",South America,VE,6.42375,-66.58973
Mana,Conacado,821,2012,74.0,United States of America,3.75,missing,Dominican Republic,"3- B,S,C","berry, nutty, sour",Caribbean,DO,18.735693,-70.162651
Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,missing,Colombia,"4- B,S,C,L","muted, nutty",South America,CO,4.570868,-74.297333
Manoa,Markham Valley,1522,2015,72.0,United States of America,3.5,missing,Papua New Guinea,"3- B,S,C","smoke, fruit",Oceania,PG,-6.314993,143.95555
Manoa,Coto Brus,1522,2015,72.0,United States of America,3.75,missing,Costa Rica,"3- B,S,C","dried fruit, balanced, cocoa",Central America,CR,9.748917,-83.753428
Manoa,"Waiahole, O'ahu",1089,2013,72.0,United States of America,3.75,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Manoa,"Liberia, #174",1003,2012,72.0,United States of America,3.25,missing,Liberia,Unknown,missing,Africa,LR,6.428055,-9.429499
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,United States of America,2.75,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Manoa,Piura,1007,2012,72.0,United States of America,3.0,missing,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,United States of America,3.25,missing,United States,Unknown,missing,North America,US,37.09024,-95.712891
Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,missing,Nicaragua,"3- B,S,C","basic, balanced, deep cocoa",Central America,NI,12.865416,-85.207229
Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,missing,Peru,"3- B,S,C","nutty, roasty,",South America,PE,-9.189967,-75.015152
Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,"2- B,S","nutty, intense, roasty",South America,VE,6.42375,-66.58973
Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,missing,Colombia,"2- B,S","coarse, intense, nutty",South America,CO,4.570868,-74.297333
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,missing,Dominican Republic,"2- B,S","chewy, brownie like",Caribbean,DO,18.735693,-70.162651
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,"2- B,S","cocoa, coconut",Africa,GH,7.946527,-1.023194
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,missing,Ecuador,"2- B,S","grits, roaste brownie",South America,EC,-1.831239,-78.183406
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,United States of America,3.25,Trinitario,Vietnam,"3- B,S,C","intense, sour, tart",Asia,VN,14.058324,108.277199
Map Chocolate,"ROIG, 2014",1474,2015,70.0,United States of America,3.5,Criollo,Dominican Republic,"3- B,S,C","fruity, tangy, cocoa",Caribbean,DO,18.735693,-70.162651
Map Chocolate,"Maranon, 2014",1474,2015,62.0,United States of America,3.5,Forastero,Peru,"3- B,S,C","delicate, caramel, peanut",South America,PE,-9.189967,-75.015152
Map Chocolate,Ecuador,1478,2015,70.0,United States of America,3.5,Trinitario,Ecuador,"3- B,S,C","coarse, floral, rum",South America,EC,-1.831239,-78.183406
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,United States of America,2.75,Trinitario,Trinidad Tobago,"3- B,S,C","heavy roast, few grits, rich",Caribbean,TT,10.691803,-61.222503
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,United States of America,3.5,missing,Nicaragua,"3- B,S,C","rich, bright fruit",Central America,NI,12.865416,-85.207229
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,United States of America,3.5,Criollo,Peru,"3- B,S,C","lemon, spicy, cocoa",South America,PE,-9.189967,-75.015152
Map Chocolate,Colombia,1610,2015,75.0,United States of America,2.75,missing,Colombia,"3- B,S,C","roasty, coffee, rubber",South America,CO,4.570868,-74.297333
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,United States of America,3.0,missing,Tanzania,"3- B,S,C","sweet, fatty, roasty",Africa,TZ,-6.369028,34.888822
Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,United States of America,3.5,missing,Honduras,"3- B,S,C","grassy, woody, sweet",Central America,HN,15.199999,-86.241905
Marana,Piura,1872,2016,70.0,Peru,3.0,missing,Peru,"3- B,S,C","fatty, cocoa",South America,PE,-9.189967,-75.015152
Marana,Piura,1872,2016,70.0,Peru,3.0,missing,Peru,"4- B,S,C,L","pungent, tangy, grapes",South America,PE,-9.189967,-75.015152
Marana,Cusco,1884,2016,70.0,Peru,2.75,missing,Peru,"3- B,S,C","smokey, dirty, sour",South America,PE,-9.189967,-75.015152
Marana,San Martin,1884,2016,70.0,Peru,3.0,missing,Peru,"3- B,S,C","pungent, grapes, brownie",South America,PE,-9.189967,-75.015152
Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,missing,Unknown,"2- B,S","earthy, coffee, roasty",Unknown,ZZ,0.0,0.0
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,"2- B,S","long, mild honey, rich cocoa",Asia,VN,14.058324,108.277199
Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,"2- B,S","roasty, rich, coffee, nut",Asia,VN,14.058324,108.277199
Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,"2- B,S",spicy and fragrant,Asia,VN,14.058324,108.277199
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C","fatty, heavy roast, nutty",Asia,VN,14.058324,108.277199
Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C",citrus,Asia,VN,14.058324,108.277199
Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C","roasty, coffee",Asia,VN,14.058324,108.277199
Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C","cocoa, spice, late sour",Asia,VN,14.058324,108.277199
Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C","sticky, pepper, cinamon, rich",Asia,VN,14.058324,108.277199
Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,"3- B,S,C","creamy, fatty, black pepper",Asia,VN,14.058324,108.277199
Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,"3- B,S,C","melon, roasty",Asia,VN,14.058324,108.277199
Mars,"Matina 1-6, prototype",537,2010,65.0,United States of America,3.0,missing,Costa Rica,Unknown,"intense orange, floral",Central America,CR,9.748917,-83.753428
Mars,Ivory Coast,544,2010,65.0,United States of America,3.0,missing,Côte d'Ivoire,Unknown,missing,Africa,CI,7.539989,-5.54708
Mars,Nigeria,544,2010,65.0,United States of America,3.25,missing,Nigeria,Unknown,missing,Africa,NG,9.081999,8.675277
Mars,"Ghana, prototype",544,2010,65.0,United States of America,3.5,Forastero,Ghana,Unknown,"intense, dark berry, cocoa",Africa,GH,7.946527,-1.023194
Marsatta,Dominican Republic,1189,2013,74.0,United States of America,2.25,missing,Dominican Republic,"4- B,S,C,V","waxy, rubber, medicinal",Caribbean,DO,18.735693,-70.162651
Marsatta,Dominican Republic,1189,2013,74.0,United States of America,2.25,missing,Dominican Republic,"4- B,S,C,V","fatty, rubber, medicinal",Caribbean,DO,18.735693,-70.162651
Marsatta,Dominican Republic,1189,2013,89.0,United States of America,2.5,missing,Dominican Republic,"4- B,S,C,V","waxy, rubber, medicinal",Caribbean,DO,18.735693,-70.162651
Marsatta,Dominican Republic,1189,2013,89.0,United States of America,2.5,missing,Dominican Republic,"4- B,S,C,V","fatty, rubber, medicinal",Caribbean,DO,18.735693,-70.162651
Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,missing,Bolivia,"3- B,S,C","sticky, pungent, off note",South America,BO,-16.290154,-63.588653
Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,missing,Haiti,"3- B,S,C","sandy, earthy, sweet edge",Caribbean,HT,18.971187,-72.285215
Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,missing,Colombia,"3- B,S,C","sandy, mild floral, mild nutty",South America,CO,4.570868,-74.297333
Mast Brothers,Guatemala,1450,2015,76.0,United States of America,3.0,missing,Guatemala,"2- B,S","mild bitter, citrus, intense",Central America,GT,15.783471,-90.230759
Mast Brothers,Tanzania,1450,2015,74.0,United States of America,3.25,missing,Tanzania,"2- B,S","green, vegetal, mild spice",Africa,TZ,-6.369028,34.888822
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,United States of America,3.75,Blend,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Mast Brothers,Shake Shack,959,2012,73.0,United States of America,3.5,Blend,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Mast Brothers,Madagascar,999,2012,72.0,United States of America,2.5,Trinitario,Madagascar,"2- B,S","gritty, overly tart, sour",Africa,MG,-18.766947,46.869107
Mast Brothers,Chuao,999,2012,73.0,United States of America,2.75,Trinitario,Venezuela,"2- B,S","gritty, sour, sweet",South America,VE,6.42375,-66.58973
Mast Brothers,Brooklyn Blend,672,2011,72.0,United States of America,3.5,missing,Unknown,"2- B,S","rich cocoa, coffee, roasty",Unknown,ZZ,0.0,0.0
Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,United States of America,3.0,Trinitario,Venezuela,"2- B,S","sandy, strawberry, sour",South America,VE,6.42375,-66.58973
Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,United States of America,3.0,Trinitario,Venezuela,"2- B,S","dry, sandy, intense, berry",South America,VE,6.42375,-66.58973
Mast Brothers,"Chuao, Light Roast",713,2011,81.0,United States of America,2.75,Trinitario,Venezuela,"2- B,S","gritty, high astringent, sour",South America,VE,6.42375,-66.58973
Mast Brothers,Moho River,773,2011,70.0,United States of America,3.5,Trinitario,Belize,"2- B,S","gritty, tangy, cocoa",Caribbean,BZ,17.189877,-88.49765
Mast Brothers,Papua New Guinea,777,2011,71.0,United States of America,2.75,missing,Papua New Guinea,"2- B,S","gritty, sticky, smoke,hammy",Oceania,PG,-6.314993,143.95555
Mast Brothers,San Martin,777,2011,75.0,United States of America,3.0,missing,Peru,"2- B,S","orange,lemon,coffee ground",South America,PE,-9.189967,-75.015152
Mast Brothers,Conacado,777,2011,73.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","dry, gritty, red berry, coffee",Caribbean,DO,18.735693,-70.162651
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","gritty, raspberry, sour",Caribbean,DO,18.735693,-70.162651
Mast Brothers,Patanemo,572,2010,81.0,United States of America,2.75,Criollo,Venezuela,"2- B,S","sticky, woody, musty",South America,VE,6.42375,-66.58973
Mast Brothers,Ocumare de la Costa,572,2010,75.0,United States of America,3.0,missing,Venezuela,"2- B,S","dry, sticky, nutty, earthy",South America,VE,6.42375,-66.58973
Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","sticky, earthy, coffee",Caribbean,DO,18.735693,-70.162651
Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,"3- B,S,C","sticky, butterscotch, nutty",Oceania,VU,-15.376706,166.959158
Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,Trinitario,Madagascar,"3- B,S,C","sticky, red fruit",Africa,MG,-18.766947,46.869107
